id,type,subtype,external_contract,invalid,new,advertiser,description,transactions,transaction_type,value,reduced,periodicity_id,ubication,zipcode,highlight,date,energy_letter,energy_value,environment_letter,environment_value,multimedia_type_2,multimedia_type_6,multimedia_type_12,multimedia_type_21,multimedia_type_5,rooms,bathrooms,surface,energyCertificate,orientation,hotWater,heating,conservationState,antiquity,floor,surfaceLand,orientation,floor,elevator,antiquity,furnished,conservationState,hotWater,heating,parking,Aire acondicionado,Parquet,Horno,Microondas,Serv. portería,Balcón,Lavadero,Armarios,Calefacción,Suite - con baño,Nevera,Puerta Blindada,Terraza,Electrodomésticos,Alarma,Cocina Equipada,Lavadora,Cocina Office,Patio,Videoportero,Piscina,Gres Cerámica,Jardín Privado,Trastero,Internet,Domótica,TV,Ascensor interior,Sistema Video vigilancia CCTV 24h,Z. Comunitaria,Zona Deportiva,Zona Infantil,Piscina comunitaria,Gimnasio,Baño de huéspedes,Cuarto para el servicio,Jacuzzi,Bodega,Sauna,Cuarto lavado plancha,Energía Solar,country,level1,level2,level3,level4,level5,level6,level7,level8,upperLevel,countryId,level1Id,level2Id,level3Id,level4Id,level5Id,level6Id,level7Id,level8Id,accuracy,latitude,longitude
177384690,2,6,False,False,False,"EV MMC SPAIN ,S.L.U","Ático reformado hace 6 años, de 88 m2 + 25 m2 de terraza,  con 4 habitaciones, 3 de ellas individuales grandes y una doble. El piso es un 4º sin ascensor, aunque algun vecino ya ha mirado para instalarlo, puesto que hay espacio suficiente, pero no podemos garantizar que se llegue a un acuerdo de instalarlo.
Esta en la tranquila Calle Vinyals, en el Barrio de Guinardo.
Al entrar al piso, hay un pequeño recibidor que da al gran salon con cocina abierta. Desde el salon salimos a la gran terraza de 25 m2, con orientacion suroeste, es decir sol de tarde. Las 4 habitaciones estan en el interior del piso y la doble con vistas al mar desde un patio interior abierto. Dispone de un baño completo con ducha y un pequeño aseo con la lavadora.
Suelos de parquet sintético, de color madera clara. No dispone de calefacción, pero es fácil instalar un aire con bomba de calor.
Hay un trastero comunitario, en planta baja, para guardar bicicletas o cochecitos de bebe.
Este piso está ubicado en  un lugar  residencial, tranquilo y con todos los servicios,  supermercados abiertos 365 días del año, restauración, colegios, peluquerías, farmacias y excelente acceso al transporte público en Avda. Mare de Deu de Montserrat,  que comunican con el centro de la ciudad fácilmente. Está además muy cerca del Parque de Guinardó,  uno de los pulmones de Barcelona",1,1,400000,50000,0,Vinyals,08041,False,2023-04-06T09:03:09.92,5,175.0,5,36.0,33,,,,,4,1,100,5,6,0,0,1,6,9,0,Suroeste,4ª planta,,30 a 50 años,0.0,Casi nuevo,,,,1,9,,,,32,,,3,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,España,Cataluña,Barcelona,Barcelonès,"Barcelona, Zona de", Barcelona Capital,,Horta - Guinardó,El Guinardó,El Guinardó,724,9,8,232,376,8019,0,1149,338,0,41.42047,2.174892
181411078,2,6,False,False,False,Follow Colibree S.L,"Se vende en el corazón de Barcelona, en el emblemático Barrio Gótico, a 2 minutos caminando de La Rambla de  la Ciudad Condal y de Paseo colon y Port Vell, este maravilloso ático tipo dúplex de 55 m² más 26 m² de terraza exterior a calle y vistas despejadas. 
La vivienda consta de un amplio salón comedor exterior a la terraza, cocina independiente, 2 dormitorios (uno en la planta baja y otro en la planta superior exterior a patio manzana) y cuarto de baño.
 
Actualmente está alquilado a 1.200€ con un contrato de temporada que finaliza en abril 2024.
El ático es totalmente exterior, muy luminoso y tranquilo. Situado en la 5ª planta en una finca regia rehabilitada sin ascensor, está rodeado de todo tipo de comercio, ocio y muy bien comunicado con los transportes públicos. No dejes escapar esta oportunidad.


Live The UnReal Estate
",1,1,325000,0,0,Codols,08002,False,2023-12-20T16:43:17.42,7,276.0,6,55.0,27,,,,,2,1,81,7,8,1,0,1,9,9,0,Oeste,4ª planta,,+ 100 años,0.0,Casi nuevo,Gas Natural,,,,9,,,,,,,,,,,10,,,131,,,,,,,,,,,,,,,,,,,,,,,,,,España,Cataluña,Barcelona,Barcelonès,"Barcelona, Zona de", Barcelona Capital,,Ciutat Vella,Barri Gòtic,Barri Gòtic,724,9,8,232,376,8019,0,1152,350,0,41.38008,2.1776185
181617516,2,5,False,False,False,APROPERTIES REAL ESTATE BARCELONA COMPRAVENTA S.L,"CASA ADOSADA EN MUY BUEN ESTADO, TERRAZAS, JARDÍN Y PISCINA CON VISTAS PANORÁMICAS A LA CIUDAD

Casa residencial construida en el año 1996. Tiene una superficie ÚTIL de 282 m2 aproximadamente distribuidos en 5 plantas:

En planta menos uno amplio garaje con capacidad para tres o cuatro vehículos y zona de máquinas.

En planta uno amplia cocina abierta con zona comedor con amplios ventanales de doble cristal y zona de servicio con baño. Un aseo de cortesía.

En planta segunda, gran salón con chimenea, sala de estudio, despacho y terraza.

En planta tercera amplio vestidor con claraboya en techo por la que accede la luz natural. Una habitación doble en suite y dos habitaciones individuales que comparten baño.

En planta cuarta una habitación doble en suite para invitados con vistas al bosque y vestidor y un solárium con piscina donde da el sol todo el día y desde donde se aprecian unas vistas espectaculares de toda la ciudad de Barcelona.

Aire acondicionado y calefacción por gas en toda la vivienda y por zonas. Persianas eléctricas, luces led en toda la casa, Suelos de parquet. Terrazas y jardín en todo el perímetro de la vivienda.

Ascensor interior por la que se accede a todas las plantas de la casa, incluido el parking. 

Espectacular casa ubicada en una de las mejores zonas de Sarria. Ref. VB2311061 ",1,1,1700000,0,0,Carrer Torrent de Can Caralleu,08017,False,2024-01-17T01:58:58.49,2,61.0,2,10.0,58,,,2.0,,5,5,351,2,5,2,2,2,5,0,0,Sureste,,1.0,20 a 30 años,0.0,Muy bien,Electricidad,Electricidad,1.0,1,,,,28,32,109,2,,18,,,10,,,131,,,,,17,,7,11,,,,,,,,,,42,,,,,,,,España,Cataluña,Barcelona,Barcelonès,"Barcelona, Zona de", Barcelona Capital,,Sarrià - Sant Gervasi,Sarrià,Sarrià,724,9,8,232,376,8019,0,1143,286,0,41.403206,2.1100512
181407972,2,1,False,False,False,"ESTUDIO FONDO, S.L.","Grupo Dolça Llar ofrece en exclusiva la venta de esta propiedad en el barrio de Navas en Barcelona.

Consta de 95m² útiles con salón exterior, 4 dormitorios, baño / aseo, cocina y galería.

El inmueble se distribuye en:

- Salón comedor amplio de 23m² exterior.
- Dormitorio 1 doble principal exterior.
- Dormitorio 2 individual.
- Dormitorio 3 individual.
- Dormitorio 4 individual.
- Baño y Aseo.
- Cocina en buen estado.
- Galería.
- Terraza Comunitaria.


Aire Acondicionado con bomba de calor (salón), carpintería de aluminio, parquet, techos altos, persiana eléctrica (salón y dormitorio principal), video portero.

Piso para entrar a vivir.

Finca de 1954.

Bien comunicado con transporte público - 5 min -  (metro L1, L5, L10 y Renfe) tiendas, supermercados, colegios y todo los servicios de la Meridiana.

Disponemos de departamento financiero que ofrece asesoramiento de hipotecas totalmente gratuito. Y si desea vender su vivienda, le ofrecemos una valoración profesional y gratuita.

En el precio del inmueble no se incluye los gastos de notaría, registro, impuestos y los honorarios que se le puedan girar al comprador.",1,1,329000,7000,0,Carrer de Concepción Arenal,08027,False,2023-12-20T11:43:24.253,7,999.0,7,999.0,16,,,,,4,2,102,7,7,0,0,2,7,6,0,Este,1ª planta,1.0,50 a 70 años,,Muy bien,,,,1,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,España,Cataluña,Barcelona,Barcelonès,"Barcelona, Zona de", Barcelona Capital,,Sant Andreu,Navas,Navas,724,9,8,232,376,8019,0,1146,310,0,41.420536,2.183533
181189683,2,6,False,False,False,PERAIRE PROPERTIES SL,"ENCANTADOR ÁTICO EN CALLE CRAYWINCKEL

Craywinckel - Av. de la República Argentina - Hurtado - El Putxet I El Farró

Ático de 60m² útiles más terraza de 10m², en la deseada calle Crawinckel, y situado en el barrio de El Putxet I El Farró.
Es un sexto real. Dispone de mucha luz natural y doble orientación.

La vivienda está distribuida de la siguiente manera:
- 3 habitaciones: 2 dobles y 1 individual. 
- 1 baño con bañera y 1 aseo.
- 1 cocina y 1 despensa.
- Terraza, con vistas, de 10 m².

Características adicionales:
- Techos muy altos (presumiblemente esconden bóveda catalana)
- Persiana automática.
- Ventanas oscilobatientes.
- Parquet.
- Luminoso.

Características de la finca:
- Ascensor. Llega hasta la penúltima planta, hay que subir un piso a pie.
- Preinstalación de gas ciudad.

Cerca del Tibidabo, parques, hospitales y metro.

Ven a verlo ¡Te enamorará!

Llámanos para coordinar una visita a tu gusto.

Nuestro horario de atención telefónica es:
- De lunes a jueves de 9:30 a 14:00 y de 15:30 a 19:30
- Y viernes de 9:30 a 14:00
Si no nos encuentras en el teléfono, envíanos una solicitud de información y te llamaremos a la mayor brevedad.

Peraire Properties S. L. actúa en calidad de profesional cualificado y colegiado, y dispone de seguros de garantía y responsabilidad civil para proteger al consumidor:
- AICAT (Agente Inmobiliario de Cataluña): 8920
- Colegiado API (Agente de la Propiedad Inmobiliaria): A11748
- Colegio de Administradores de Fincas de Barcelona-Lleida: 6530
Como consumidor, te recomendamos que exijas siempre a tu intermediario el cumplimiento de las obligaciones, garantías y normativas vigentes.

En Peraire encontrarás un servicio de intermediación inmobiliaria cercano, ético y transparente.
Trabajamos para ti. Nuestra meta es lograr tus objetivos, representarte y protegerte jurídicamente.

Solo nos mueve tu éxito.",1,1,360000,15000,0,"Craywinckel, 5",08022,False,2023-11-24T16:20:27.29,7,351.0,7,71.0,35,,,,,3,1,65,7,4,0,0,0,8,10,0,Sur,5ª planta,1.0,70 a 100 años,,,,,,,,,,,,,,,,,,10,21,,131,,,,,,,,,,,,,,,,,,,,,,,,,,España,Cataluña,Barcelona,Barcelonès,"Barcelona, Zona de", Barcelona Capital,,Sarrià - Sant Gervasi,El Putget i el Farró,El Putget i el Farró,724,9,8,232,376,8019,0,1143,288,1,41.41193,2.139727
181707698,2,1,False,False,False,Zona Alta MG Real Estate S.L,"Piso en venta en Tres Torres, Barcelona.

A dos pasos del Turó Parc, en un tramo de calle muy tranquilo, con unas vistas y orientación inmejorable, encontramos este maravilloso piso de 4 dormitorios más servicio completo. Terraza disfrutable a pie de salón. Piscina comunitaria.

Parking y trastero en la misma finca. Servicio de conserjería.    

Para más información o realizar una visita no dude en contactar con nosotros.",1,1,1500000,0,0,Carrer de Les Escoles Pies,08017,False,2024-01-25T13:36:03.37,7,999.0,7,999.0,24,,,,,5,3,210,7,6,1,1,3,7,6,0,Suroeste,1ª planta,1.0,50 a 70 años,1.0,Bien,Gas Natural,Gas Natural,1.0,1,9,22,,28,,109,2,,18,25,,10,21,77,,23,15,,,,,,11,52,,,,,12,,83,94,,,,,,,,,España,Cataluña,Barcelona,Barcelonès,"Barcelona, Zona de", Barcelona Capital,,Sarrià - Sant Gervasi,Sant Gervasi- Galvany,Sant Gervasi- Galvany,724,9,8,232,376,8019,0,1143,285,0,41.397038,2.1348336
181478906,2,7,False,False,False,"ESTUDIO FONDO, S.L.","Dolça Llar presenta en exclusiva este excelente piso tipo Ático/Dúplex de 85m² útiles de vivienda mas una terraza de 20m² y otra terraza cubierta de 10m². Con una excelente ubicación en la misma Rambla de Fabra i Puig.
El piso consta de 85m², distribuidos en 2 plantas:
Planta +1: un recibidor con acceso a las 2 plantas, la cocina exterior, un aseo de cortesía y un amplio salón de 19m² con acceso a la terraza de 10m² cubierta (con posibilidad de abrirla al gusto).
Planta -1: baño amplio con plato de ducha, 3 habitaciones, (una individual de 6m², otra habitación grande de 10m² y un dormitorio principal de 12m² con acceso a la terraza descubierta con vistas panorámicas de 20m².
La finca es del año 1969, con servicio de conserje y dispone de 2 ascensores. Dispone de variedad de servicios y supermercados a su alrededor y a pocos minutos de la estación de Metro y Renfe de Fabra i Puig.
Ofrecemos asesoramiento financiero gratuito para todos los clientes.
¡No dudes en visitarlo!
En el precio del inmueble no se incluye los gastos de notaría, registro, impuestos y los honorarios que se le puedan girar al comprador.",1,1,448000,50000,0,Rambla de Fabra I Puig,08030,False,2024-01-02T12:51:56.547,7,370.0,7,78.0,12,,,,,3,2,110,7,6,0,1,3,7,12,0,Suroeste,7ª planta,1.0,50 a 70 años,,Bien,,Gas Natural,,,,22,,28,32,,2,,,,,10,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,España,Cataluña,Barcelona,Barcelonès,"Barcelona, Zona de", Barcelona Capital,,Sant Andreu,Sant Andreu de Palomar,Sant Andreu de Palomar,724,9,8,232,376,8019,0,1146,309,0,41.430134,2.1863751
179587266,2,1,False,False,False,"Quo House, Sl","Ubicado en el distrito de Sarria-Sant Gervasi en uno de los barrios más emblemáticos de Barcelona, les presentamos este acogedor piso de 144 m² situado en una segunda planta real.

La vivienda cuenta con un amplio recibidor que nos conduce, por un lado, a la cocina con lavadero, entrada de servicio, 1 habitación y un baño. 

Desde el recibidor, por el otro lado, encontramos dos habitaciones individuales (1 grande), dos habitaciones dobles exteriores a terraza/balcón, dos baños completos y un gran salón comedor exterior luminoso y orientado a Sur.

Dispone de calefacción individual, aire acondicionado por splits, suelos de parquet y terrazo, carpintería interior de madera, exterior de aluminio lacado con doble vidrio, armarios empotrados y altillo en distribuidor.

El edificio dispone de un amplio vestíbulo en la entrada de la finca con servicio de conserjería, 3 ascensores y parking en finca con acceso directo.

Se vende con una plaza de parking (incluida en el precio) y una segunda opcional.",1,1,698000,0,0,Carrer de Castanyer,08022,False,2023-10-27T11:07:11.1,5,168.0,5,35.0,32,,,,,5,3,168,5,4,0,1,4,6,7,0,Sur,2ª planta,1.0,30 a 50 años,,A reformar,,Gas Natural,,,9,,,,32,109,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,España,Cataluña,Barcelona,Barcelonès,"Barcelona, Zona de", Barcelona Capital,,Sarrià - Sant Gervasi,El Putget i el Farró,El Putget i el Farró,724,9,8,232,376,8019,0,1143,288,0,41.407726,2.1389005
179640099,2,7,False,False,False,"Quo House, Sl","Dúplex de 104 m² 2h 2b Exterior. Ubicado en una antigua Nave industrial catalogada de primeros de Siglo Rehabilitación completa de finca con cambio de Uso y Cédula de Habitabilidad. La vivienda está situada en la primera planta del edificio y cuenta con la siguiente distribución: En la entrada (en planta baja) un recibidor nos lleva a una una habitación suite, seguidamente a una cocina semiabierta y a un amplio y luminoso salón, unas escaleras nos llevan a la planta superior en la que encontramos un amplio espacio abierto (actualmente habilitado como estudio-despacho con mucha luz natural a través de una claraboya, y un segundo baño. La vivienda se encuentra en muy buen estado de conservación. Dispone de Suelos de parquet, aire acondiciondo (frío-calor) por conductos, carpinteria exterior de aluminio con doble vidrio. Finca con Ascensor. Actualmente: ALQUILADA HASTA 2026. Zona en continua proyección: Sus enclaves más importantes son: el Parque Central del Poblenou (un recinto amurallado grande ubicado entre la Avenida Diagonal y las calles Marroc y Bac de Roda), distrito @22 de Barcelona, El centro comercial Glories (comercial semi-abierto donde se encuentran tiendas, restaurantes, cines y cafés), complejo industrial de Can Ricard, Gran Vía, Cristóbal de Moura, Llull, Diagonal y Pere IV. Se trata de un área residencial tranquila, que en el pasado se distinguió por su actividad industrial. Tiene una gran accesibilidad, una buena estructuración y un buen transporte público (tranvías, metro y autobuses). Dispone de 6 centros de educación primaria (principalmente próximos a la Gran Vía), una escuela de idiomas y varias sedes de universidades, un Centro de Atención Primaria y un casal para la tercera edad.",1,1,395000,0,0,Carrer de Pere IV,08019,False,2023-11-02T13:55:50.117,6,188.0,5,46.0,31,,,,,2,2,104,6,4,0,2,2,4,6,0,Sur,1ª planta,1.0,10 a 20 años,,Muy bien,,Electricidad,1.0,1,9,22,,,,,,,,,,,21,,131,,,,,,,,11,,,,,,,,,,,,,,,,,,España,Cataluña,Barcelona,Barcelonès,"Barcelona, Zona de", Barcelona Capital,,Sant Martí,Provençals del Poblenou,Provençals del Poblenou,724,9,8,232,376,8019,0,1145,299,0,41.413265,2.2058513
181916078,2,1,False,False,False,Duran Carasso Barcelona ,"Espectacular piso en venta en Gracia.

Durán Carasso les presenta un excelente piso en venta, totalmente exterior, ubicada en una de las mejores zonas del barrio de Gracia, colindante con Sant Gervasi, rodeada de multitud de servicios, comercios y con excelentes comunicaciones, muy cerca del metro de Fontana (línea 3), la parada de FFGG de Gracia, junto Gala Placidia, y diferentes paradas de bus.

En esta propiedad, con una superficie de 241 m2 de vivienda, es especialmente destacable el hecho de disponer de 10 balcones exteriores, lo que proporciona una enorme luminosidad en todas las estancias del inmueble. Se trata de una vivienda con múltiples posibilidades de distribución de espacios, con unos techos de más de 3 m de altura, algunos de ellos artesonados, y múltiples opciones de uso como vivienda, despacho, coliving, coworking, etc...

Accedemos por el centro del inmueble, a través de un gran espacio diáfano, a modo de recibidor/recepción y, a la derecha, por un distribuidor por el cual accedemos a 5 habitaciones (todas dobles), tres de ellas exteriores a la calle y las otras dos orientadas a patios. En el lado opuesto a la entrada, a la izquierda, encontramos un pasillo distribuidor, que nos permite acceder a otras 5 estancias, tres de ellas exteriores, con una zona de office y baños. El piso podría disponer de un gran salón comedor, 6/7 habitaciones, una gran cocina-office, y 2/3 baños, en función de las necesidades.

El inmueble se encuentra en una preciosa finca regia, con ascensor, en perfecto estado de conservación, en una de las calles más solicitadas de la zona, por su buena comunicación, su tranquilidad y sus múltiples opciones de servicios.",1,1,1070000,0,0,Prat,08012,False,2024-02-10T10:42:23.877,7,999.0,7,999.0,27,,,,,8,2,257,7,4,1,0,2,9,0,0,Sur,,1.0,+ 100 años,,Muy bien,Gas Natural,,,,,,,,32,,,3,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,España,Cataluña,Barcelona,Barcelonès,"Barcelona, Zona de", Barcelona Capital,,Gràcia,Vila de Gràcia,Vila de Gràcia,724,9,8,232,376,8019,0,1150,342,0,41.40214,2.1528356
178181156,2,1,False,False,False,"EV MMC SPAIN ,S.L.U","Piso familiar alto con vistas despejadas al lado de Passeig Sant Joan
Fantástica propiedad, alta y espaciosa, con una terraza con vistas despejadas situada a un paso del famoso Passeig de Sant Joan, ¡para actualizarla a su gusto!
Al entrar vemos un cómodo recibidor desde el cual accedemos a un amplio salón-comedor con grandes ventanales que dan paso a una terraza de unos 8 m2, con bonitas vistas despejadas a la ciudad y las montañas.
Al otro lado del recibidor vemos un pasillo que a mano derecha nos lleva a dos habitaciones, una doble y una individual, y a mano izquierda, un amplio cuarto de baño completo con bañera. Desde el mismo pasillo accedemos a la cocina de generosas dimensiones ampliada con una práctica galería.
Desde el salón vemos un distribuidor que nos da acceso a dos dormitorios dobles, ambos exteriores y luminosos, y uno con acceso a la terraza, y al otro lado vemos un cuarto de baño grande completo con plato de ducha.
La vivienda cuenta con calefacción por radiadores de gas, tiene aire acondicionado Split, tres de las habitaciones cuentan con altillos y una de ellas, con armarios empotrados. La finca es de obra vista y está muy bien cuidada. Existe la opción de adquirir una plaza de parking en el mismo edificio.
Una propiedad amplia y confortable en un entorno inmejorable para adaptarla a su gusto, ¡venga a verla!
Esta fabulosa vivienda está ubicada en la emblemática Travessera de Gràcia, al lado del corazón de Vila de Gràcia y a un paso del conocido Passeig de Sant Joan, uno de los paseos más cotizados de la ciudad, con amplias aceras y una gran oferta de cafeterías, restaurants, parques infantiles, zonas de descanso y el famoso Mercat de l'Abaceria.
Muy bien comunicada con una amplia red de transporte público y muy cercana a la parada del Metro Joanic, la zona cuenta con supermercados, gimnasios, colegios y todos los servicios necesarios para que pueda disfrutar de una de las mejores ofertas de actividad comercial y de ocio de la ciudad.",1,1,560000,10000,0,,08024,False,2023-06-14T17:01:33.91,5,999.0,5,999.0,27,,1.0,,,4,2,122,5,2,1,1,3,6,10,0,Noroeste,5ª planta,1.0,30 a 50 años,0.0,Bien,Gas Natural,Gas Natural,1.0,1,9,,,,32,109,2,,,,,10,,,131,,,,,,,,,,,,119,,,,,,,,,,,,,,España,Cataluña,Barcelona,Barcelonès,"Barcelona, Zona de", Barcelona Capital,,Gràcia,El Camp d'en Grassot i Gràcia Nova,El Camp d'en Grassot i Gràcia Nova,724,9,8,232,376,8019,0,1150,346,0,41.40302,2.1641903
181632017,2,1,False,False,False,"EV MMC SPAIN ,S.L.U","Este acogedor apartamento de 66m2, ubicado en un edificio construido en 1995 y diseñado para personas mayores independientes, ofrece comodidad y funcionalidad. Al entrar, te recibirá un recibidor con armarios empotrados, con espacio para instalar una lavadora. A continuación, encontrarás un espacioso salón-comedor con cocina americana totalmente equipada. Desde el salón, se accede a una encantadora terraza de 5m2 con orientación suroeste, que brinda luz solar directa durante las tardes y ofrece vistas a los jardines de Montserrat.
La luminosa habitación doble cuenta con un vestidor y un baño completo con bañera. El apartamento está equipado con un sistema de climatización que proporciona tanto frío como calor, además de radiadores eléctricos. El piso tiene suelos de parqué de madera y persianas eléctricas. La propiedad se vende junto con un trastero para mayor comodidad.
El edificio, con 5 plantas y 3 ascensores, ha sido diseñado con especial atención a la seguridad y comodidad de las personas mayores. Los gastos de comunidad incluyen una amplia variedad de servicios destinados a hacer que los propietarios o inquilinos se sientan como en casa y disfruten de una vida social plena.
Los residentes tienen acceso libre a salones comunitarios que incluyen sala de juegos, sala de televisión, biblioteca, capilla, gimnasio y lavandería, así como a diversas actividades sociales y talleres. Una ventaja significativa de este edificio es el restaurante que ofrece comidas y cenas preparadas por un chef, garantizando menús saludables y asequibles.
Además, se proporciona un servicio de enfermería las 24 horas, con conserjería/vigilancia las 24 horas y un servicio de mantenimiento para pequeñas reparaciones. El edificio cuenta con un parking donde es posible alquilar o comprar plazas de aparcamiento según las necesidades individuales.
La Nova Esquerra de l’Eixample es un barrio residencial y familiar que cuenta con todos los servicios imprescindibles. Repleto de comercios de proximidad, como el mercado del Ninot, colegios públicos y privados, entidades culturales y deportivas. Alberga restaurantes para todos los gustos. Zona muy bien comunicada, cuenta con una inmejorable red de transporte público (metro L5 y varias líneas de autobuses), a 10 minutos del centro y con vías que facilitan la entrada y salida de la ciudad.
Excelente ubicación al lado de Josep Tarradellas y la plaza Francesa Macia. Perfecta como vivienda para una pareja mayor o como inversión",1,1,235000,0,0,Calabria,08029,False,2024-01-18T09:29:10.31,4,91.0,4,17.0,36,,,,,1,1,71,4,6,2,2,3,5,7,0,Suroeste,2ª planta,1.0,20 a 30 años,1.0,Bien,Electricidad,Electricidad,,1,9,,,,32,109,2,,18,,,10,,,131,,,,,,,,,,,,119,,,,,,,,,,,,,,España,Cataluña,Barcelona,Barcelonès,"Barcelona, Zona de", Barcelona Capital,,Eixample,La Nova Esquerra de l'Eixample,La Nova Esquerra de l'Eixample,724,9,8,232,376,8019,0,1151,280,0,41.385777,2.1466527
181106012,2,1,False,False,False,Amat Immobiliaris ,"Os presentamos esta increíble vivienda de principios del siglo XX, con 96 m² construidos, totalmente rehabilitada, conservando los elementos originales, como el suelo de mosaico hidráulico y los techos altos con molduras. Es una vivienda perfecta para aquellos que buscan comodidad y estilo, en una de las zonas más emblemáticas de la ciudad. Está ubicada a solo 5 minutos de Paseo de Gracia y Plaza Cataluña.
Con 3 habitaciones dobles y 2 baños, este piso ofrece todas las comodidades, además de vistas de la ciudad desde sus 3 balcones. La cocina tiene una distribución en forma de U que la hacen cómoda y funcional. Los baños son amplios y con ventana (el de la suite está equipado con bañera).
En su interior, encontrarás un diseño sofisticado que combina las comodidades de la vida actual con elementos originales del año 1900, como los techos de 3 m de altura con cornisas, suelos de mosaico hidráulico y grandes puertas y ventanales de madera natural. Dispone de 3 estancias al exterior (2 habitaciones y el salón comedor).
Aprovecha la oportunidad de vivir en uno de los en el centro de la ciudad, en un edificio con una arquitectura impresionante y una ubicación privilegiada. ¡Ven a visitar este piso y enamórate de todo lo que tiene para ofrecer!
",1,1,620000,25000,0,Balmes,08007,False,2023-11-16T15:09:29.46,5,92.0,5,16.0,29,,,1.0,,3,2,96,5,7,0,0,2,9,0,0,Este,,1.0,+ 100 años,,Muy bien,,,,1,,,,,32,109,,3,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,España,Cataluña,Barcelona,Barcelonès,"Barcelona, Zona de", Barcelona Capital,,Eixample,Dreta de l'Eixample,Dreta de l'Eixample,724,9,8,232,376,8019,0,1151,282,0,41.39015,2.1663492
179076486,2,52,False,False,False,Amat Immobiliaris ,"Piso bajo en venta ubicado en la prestigiosa zona de Sant Gervasi, cerca de Plaza Molina, con 108 m² de espacio construido en dos niveles para separar las áreas de día y noche. Ha sido completamente renovado con un diseño exclusivo y materiales de alta calidad para garantizar la funcionalidad y la entrada de luz natural.

Al entrar al duplex, encontramos el salón-comedor con cocina integrada, equipada con electrodomésticos de última generación y un baño completo. Un amplio espacio de doble altura actúa como lucernario y conecta con la zona de noche a través de escaleras, con un espacio polivalente decorado con un árbol natural.
La reforma se centra en espacios diáfanos y funcionales, con 2 amplios dormitorios (uno con vestidor), lavabo completo y un cuarto de lavado independiente. Los 2 baños que cuentan con un diseño moderno y elegante.

Esta es una oportunidad única para vivir en una zona exclusiva de Barcelona.
",1,1,465500,24500,0,Francoli,08006,False,2023-09-08T17:52:58.507,5,179.0,5,33.0,34,2.0,,1.0,,2,2,108,5,7,0,0,2,4,0,0,Este,,1.0,10 a 20 años,,Muy bien,,,,1,,,,,,109,2,3,18,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,España,Cataluña,Barcelona,Barcelonès,"Barcelona, Zona de", Barcelona Capital,,Sarrià - Sant Gervasi,El Putget i el Farró,El Putget i el Farró,724,9,8,232,376,8019,0,1143,288,0,41.403786,2.146256
181348037,2,1,False,False,False,Duran Carasso Barcelona ,"En el barrio de l'Eixample y muy cerca de la Plaza Francesc Macia, encontramos este piso ubicado en una finca centenaria.

Entrando a la vivienda nos encontramos con una habitación doble que actualmente se utiliza como librería. Siguiendo por el pasillo, en sentido contrario, encontramos un baño completo seguido de un cocina independiente.
Al fondo llegamos al salón comedor de espacios generosos y mucha luminosidad gracias a su orientación sur/oeste.  Dos grandes ventanales dan acceso a la amplia terraza con vistas despejadas.
Por este espacio accedemos a las tres habitaciones, dos de ellas con salida directa a la terraza y con mucha luz. En esta zona hay otro baño completo que comparten estas habitaciones.

La finca dispone de ascensor. La plaza de parking (grande) que se encuentra en un edificio muy cercano con acceso directo desde la calle con ascensor.

El piso dispone de puerta blindada, aire acondicionado y calefacción central por conductos y parqué natural de roble.

¡Vive donde mereces vivir!",1,1,629000,0,0,Calabria,08029,False,2023-12-13T18:00:31.54,7,999.0,7,999.0,26,,,1.0,,4,2,116,7,6,0,0,0,5,8,0,Suroeste,3ª planta,1.0,20 a 30 años,,,,,1.0,1,,,,,32,,2,3,,,,10,21,77,131,,,,,,,,,,,,,,,,,,,,,,,,,,España,Cataluña,Barcelona,Barcelonès,"Barcelona, Zona de", Barcelona Capital,,Eixample,La Nova Esquerra de l'Eixample,La Nova Esquerra de l'Eixample,724,9,8,232,376,8019,0,1151,280,0,41.387955,2.1443758
