id,type,subtype,external_contract,invalid,new,advertiser,description,transactions,transaction_type,value,reduced,periodicity_id,ubication,zipcode,highlight,date,energy_letter,energy_value,environment_letter,environment_value,multimedia_type_2,multimedia_type_5,multimedia_type_21,multimedia_type_6,multimedia_type_12,rooms,bathrooms,surface,energyCertificate,orientation,hotWater,heating,conservationState,antiquity,floor,surfaceLand,hotWater,conservationState,antiquity,elevator,furnished,floor,parking,orientation,heating,Armarios,Gres Cerámica,Parquet,Terraza,Electrodomésticos,Horno,Lavadero,Cocina Equipada,Cocina Office,Aire acondicionado,Calefacción,Trastero,Piscina comunitaria,Jardín Privado,Z. Comunitaria,Zona Infantil,Serv. portería,Puerta Blindada,Nevera,Balcón,Patio,Gimnasio,Alarma,Lavadora,Piscina,Zona Deportiva,Videoportero,Suite - con baño,Microondas,Internet,Domótica,Baño de huéspedes,TV,Energía Solar,Sauna,Pista de Tenis,Sistema Video vigilancia CCTV 24h,Ascensor interior,Jacuzzi,Cuarto lavado plancha,Porche cubierto,Cuarto para el servicio,country,level1,level2,level3,level4,level5,level6,level7,level8,upperLevel,countryId,level1Id,level2Id,level3Id,level4Id,level5Id,level6Id,level7Id,level8Id,accuracy,latitude,longitude
179642967,2,1,False,False,False,FARRE CONSULTING INMOBILIARIA SAU,"El Proyecto Bailén, es un excelente piso de 119,43 m2 en un edificio clásico con ascensor. Situado en la calle Bailén, en pleno centro de Barcelona

Un excelente piso de 119,43 m2 en un edificio clásico con ascensor, en pleno centro de Barcelona El privilegio de vivir en el área más céntrica de Barcelona. Es un proyecto muy especial gracias a su amplia y luminosa galería…
El piso consta de 2 dormitorios y dos baños, uno de ellos en habitación suite. 
Lo mas especial de esta vivienda es su amplia galería que puede usarse como un segundo comedor o como un espacio para disfrutarse como terraza interior.",1,1,715000,0,0,Carrer de Bailèn,08037,False,2023-11-02T16:26:00.723,3,53.0,5,91.0,10,,,,,2,2,119,3,0,0,0,0,0,6,0,,,,1.0,,1ª planta,,,,2,,,,,22,,131,,1,,,,,,,28,,25,,,,,,,,,18,24,,,,,,,,,,,,,,España,Cataluña,Barcelona,Barcelonès,"Barcelona, Zona de", Barcelona Capital,,Eixample,Dreta de l'Eixample,Dreta de l'Eixample,724,9,8,232,376,8019,0,1151,282,0,41.398163,2.169072
177594685,2,3,False,False,False,"VISCASILLAS ASOCIADOS, S.L","Espectacular casa de 454 m2 construidos, sobre un solar de 1.000 m2 con un bonito jardín de 554 m2 y piscina privada. Con una ubicación excelente, la casa se encuentra a pocos metros de los Ferrocarriles y del Peu del Funicular y se distribuye en 3 plantas comunicadas por ascensor.
Desde el amplio hall de entrada se accede a un gran salón en 2 estancias con acceso directo al fantástico jardín y con comedor independiente separado por puertas correderas. Desde el comedor también se accede a la amplia cocina con office y con acceso al patio ajardinado trasero. La planta primera, zona de día queda completada con un aseo de cortesía.
En la segunda planta encontramos 4 dormitorios totalmente exteriores: dos amplias suites y dos habitaciones dobles que comparten zona de vestidor y un baño completo.
En la tercera planta encontramos la gran suite principal con vestidor, amplio despacho y acceso a una preciosa terraza con unas fabulosas vistas despejadas.
En la planta sótano encontramos la zona de servicio con habitación baño, lavadero y espacio de máquinas.
Además, la casa tiene espacio de garaje/box privado con capacidad para 5 coches, una bodega y cuenta con vigilancia 24h.",1,1,2950000,50000,0,,08017,False,2023-04-26T18:32:25.207,7,999.0,7,999.0,28,,,,,7,4,674,7,8,0,1,2,5,0,1000,,Muy bien,20 a 30 años,,,,1.0,Oeste,Gas Natural,2,,9,10,,,109,131,15,1,,11,,7,,,28,84,,,,,,,17,,,18,,,,,,,,,,,,,,,España,Cataluña,Barcelona,Barcelonès,"Barcelona, Zona de", Barcelona Capital,,Sarrià - Sant Gervasi,Sarrià,Sarrià,724,9,8,232,376,8019,0,1143,286,0,41.41242,2.1128747
176904712,2,3,False,False,False,"VISCASILLAS ASOCIADOS, S.L","Exclusiva casa de estilo inglés en el corazón de Pedralbes de 360 m2 construidos + un fantástico jardín privado de 51 m2. La vivienda tiene todas sus estancias exteriores, es muy luminosa y tiene unas bonitas vistas sobre jardines. Se distribuye en 3 plantas, buhardilla y sótano, en perfecto estado. Consta de un bonito hall de entrada con vistas al jardín privado, amplio salón-comedor dividido en dos ambientes con acceso al agradable jardín, amplia cocina con zona de office y un aseo de cortesía. En la planta primera encontramos la magnífica suite principal con vestidor y una terraza con vistas a zonas verdes. La planta segunda dispone de dos dormitorios dobles que comparten un baño completo y una gran suite. En la buhardilla hay un gran espacio diáfano destinado a estudio-sala de estar/juegos niños. La planta sótano dispone de un garaje para tres vehículos, y un dormitorio con baño de servicio, una zona de lavandería y un trastero.",1,1,2200000,180000,0,,08034,False,2023-02-23T12:51:41.887,5,225.0,5,46.0,24,,,,,4,3,400,5,4,0,1,2,5,0,0,,Muy bien,20 a 30 años,,,,1.0,Sur,Gas Natural,2,6,,10,,,109,131,15,1,,11,,7,,,,,,32,,,,,,,,18,,,,,,,,,,,,,,,España,Cataluña,Barcelona,Barcelonès,"Barcelona, Zona de", Barcelona Capital,,Les Corts,Pedralbes,Pedralbes,724,9,8,232,376,8019,0,1148,328,0,41.39035,2.1183832
177530865,2,1,False,False,False,LSON PARTNERS REAL ESTATE SL,"Bienvenidos a la zona de Sant Gervasi-Galvany y este único piso esquinero. Situado en un elegante edificio de los años 60 del arquitecto Mitjans, a un paso del Turó Park podrás disfrutar de lo mejor de la zona alta.

Las características únicas de este apartamento exterior en el primer piso son difíciles de encontrar en este zona. El espacio abierto y los árboles verdes que rodean el edificio permiten que la luz del sol entre en todo el apartamento y sin vecinos directamente en el frente hay buena privacidad. Está parcialmente reformado recientemente y en general está en perfecto estado con acabados de gran calidad.

El piso tiene la distribución clásica con una amplia zona de día, un área de servicio separada con cocina y cuarto de lavado, y al fondo del departamento la cómoda zona de noche con mucho espacio de almacenamiento.
Se accede a una gran terraza desde el espacioso salón y comedor abierto que da a la esquina de dos calles. La gran entrada conecta las zonas y tiene un práctico vestidor que también se puede usar como despacho. Junto a este, encontramos la zona de servicio a la que se puede acceder tanto desde el comedor como desde el pasillo posterior. La parte trasera ofrece 4 amplias habitaciones dobles, una suite principal con vestidor y baño en suite, un segundo dormitorio más pequeño con baño y dos dormitorios que comparten un baño completo.

Un sistema de calefacción central en el edificio y aire acondicionado en todo el apartamento proporciona una temperatura agradable durante todo el año.
Se vende con 1 plaza de garaje en el edificio y un trastero incluidos en el precio. Un segundo plaza de parking opcional está disponible a poca distancia del edificio. Un conserje está disponible de lunes a viernes y los sábados por la mañana.

Póngase en contacto con nosotros en Larsson Estate para obtener más información y reservar su visita.

Cuota de Comunidad     € /mes
IBI  895 € / trimestre ",1,1,2150000,140000,0,Carrer de Vallmajor,08021,False,2023-04-20T14:45:06.85,6,999.0,7,999.0,29,,,,,5,4,358,6,0,0,0,0,0,6,0,,,,1.0,,1ª planta,1.0,,,,,,10,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,España,Cataluña,Barcelona,Barcelonès,"Barcelona, Zona de", Barcelona Capital,,Sarrià - Sant Gervasi,Sant Gervasi- Galvany,Sant Gervasi- Galvany,724,9,8,232,376,8019,0,1143,285,0,41.398926,2.1387892
164010776,2,54,False,False,False,"Brickbro Global Investments, Sociedad Limitada","Brickbro ofrece este magnífico estudio en venta ubicado en Sant Gervasi-El Putxet i Farró. Ofrece 148m² útiles ubicado en la zona alta de Barcelona, en uno de los barrios con más encanto de la ciudad, muy cercano a Plaza Molina, la calle Balmes y Vía Augusta, entre otras.

-Última actividad: Estudio de fotografía

Rodeado de todo tipo de comercios, lo que lo hace ideal para emprender tu negocio en Barcelona. 

Se trata de un local diáfano a pie de calle, de una sola planta en forma rectangular, con acceso por entrada muy amplia y gran acristalamiento a pie de calle, dispone de 4 metros aprox. de fachada, por donde pueden ingresar vehículos al interior del local, permitiendo su uso también como garaje.

Cuenta con un espacio de almacén, lo que es valioso para el almacenamiento de materiales o suministros.

Dispone de un baño muy amplio completo y con ducha con posibilidad de convertirse en dos aseos, o vestidor. Además cuenta con cocina, ideal para uso en una oficina y aire acondicionado instalado en formato Split, con bomba de calor y frío. Suelos de gres original y finca en muy buen estado.

Fue construido en el año 1970, lo que proporciona información sobre su antigüedad y estilo arquitectónico. Esto puede ser relevante para consideraciones de diseño y renovación, aunque ha sido mantenido adecuadamente a lo largo del tiempo.

Existe la posibilidad de instalar salida de humos. Instalación eléctrica en buen estado y suministros dados de alta. 

IBI: 1.000€ anuales
Gastos de Comunidad: 42€ mensuales

Sobre nosotros:

En Brickbro reinventamos la compraventa de inmuebles mediante nuestra tecnología única en el mercado. Conseguimos transacciones en tiempo récord sin que tengas que preocuparte por nada. Nuestros expertos te tendrán informado en cada paso que demos. Además, conseguimos el mejor precio ya que te damos la opción de revalorizar tu inmueble con un estudio de viabilidad de usos.

¿Necesitas más información? ¡Contáctanos sin compromiso!",1,1,299000,20500,0,Carrer de Saragossa,08006,False,2022-06-28T10:56:19.05,5,157.0,5,57.0,9,,1.0,1.0,,0,1,158,5,0,0,0,0,7,0,0,,,50 a 70 años,,,,,,,,,,,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,España,Cataluña,Barcelona,Barcelonès,"Barcelona, Zona de", Barcelona Capital,,Sarrià - Sant Gervasi,El Putget i el Farró,El Putget i el Farró,724,9,8,232,376,8019,0,1143,288,0,41.402657,2.1481924
176208267,2,7,False,False,False,INMOBILIARIA MAR S.L.,"Nueva promoción en el distrito de Gracia, a los pies de Collserola. El barrio de Vallcarca i els Penitents es una zona tranquila, rodeada de innumerables jardines y zonas verdes ideales para desconectar. Muy cerca del viaducto de Vallcarca y del Park Güell, uno de los principales emblemas del modernismo catalán.

 

Ficha técnica:

Pisos de 2 y 3 dormitorios
1 y 2 baños
Aire acondicionado
Suelo radiante
Preinstalación para cargadores de vehículos eléctricos
Garajes y trasteros disponibles no incluidos en precio
Entrega: diciembre 2023.",1,1,604000,0,0,"Calle Gomis, 42",08023,False,2022-12-21T10:32:17.46,1,24.0,1,4.0,6,1.0,,,,2,2,87,1,0,0,0,0,0,3,115,,,,,,Bajos,,,,,,,10,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,España,Cataluña,Barcelona,Barcelonès,"Barcelona, Zona de", Barcelona Capital,,Gràcia,Vallcarca i els Penitents,Vallcarca i els Penitents,724,9,8,232,376,8019,0,1150,343,1,41.41233,2.14129
161813617,2,1,False,False,False,Culmia,"¡Obras iniciadas!

Tu futuro en Barcelona.

Culmia Themis Riera está compuesta por 2 edificios de 85 viviendas de 2, 3 y 4 dormitorios con terraza, plaza de garaje y trastero. Además, la promoción cuenta con piscina comunitaria en la cubierta de uno de los edificios. La distribución de tu futuro hogar ha sido diseñada para maximizar los espacios aprovechando hasta el último rincón. 

Viviendas de 2, 3 y 4 dormitorios.
Terrazas.
Piscina comunitaria.
Plazas de garaje y trastero.

Una vida cerca de todo lo que necesitas.
Integrada en el distrito de Sants, justo delante de la Ciudad de la Justicia, se encuentra a tan solo 10 minutos del aeropuerto, 15 del centro y 20 de la playa. Cuenta con rápido acceso a las principales salidas de la ciudad por la C31, la B32, A2 y Ronda Litoral, y está perfectamente conectada por transporte público (bus y metro -L1 y L10S-). Además, dispone de gran oferta de servicios alrededor: colegios, supermercados, farmacias, restaurantes y parques. El camino hacia tu nueva vida se inicia en Culmia Themis Riera.",1,1,357000,0,0,"Calle de la Riera Blanca, 231",08014,False,2021-11-12T11:49:19.48,2,27.0,1,4.73,3,1.0,,,,2,2,90,2,0,0,0,0,0,0,0,,,,1.0,,,2.0,,,,,,,,,,,,1,3,11,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,España,Cataluña,Barcelona,Barcelonès,"Barcelona, Zona de", Barcelona Capital,,Sants - Montjuïc,La Bordeta,La Bordeta,724,9,8,232,376,8019,0,1144,295,1,41.3661,2.13268
178066866,2,7,False,False,False,I-NOW,"Promoción de 7 viviendas de obra nueva con pisos y áticos con cubierta privativa situados en el popular barrio de Nou Barris. 

- Viviendas de 1, 2 o 3 habitaciones
- Plantas Bajas Dúplex con gran entrada de luz natural
- Áticos con espectaculares terrazas privadas

El edificio hace esquina en Passatge de les Palmeres con Calle Espiell, lo que permite una gran entrada de luz natural a todas las viviendas de la finca.  

El vestíbulo de acceso da paso a las zonas comunes del edificio y ascensor. 

Confortables y cálidas viviendas con todas las comodidades y prestaciones para disfrutar de tu hogar.

El complejo se ha proyectado siguiendo las últimas tendencias de optimización en su arquitectura para conseguir una mejor iluminación y climatización natural en las viviendas, haciendo uso de las últimas tecnologías en materia de eficiencia energética, baja emisión de CO², uso de materiales reciclados y ecológicos, aerotermia entre otros.

Los acabados de alta calidad y el diseño hacen de este edificio una oportunidad única de inversión en el corazón de Barcelona.

Ubicación:

Palmeres 20 se encuentra en un barrio muy tranquilo rodeado de edificios de nueva construcción aportando su granito de arena al crecimiento y desarrollo del propio barrio.

El distrito de Nou Barris combina el comercio local, bosques urbanos y varios puntos de interés patrimonial, como el Santuario de Santa Eulalia de Vilapicina.

La zona está bien conectada por metro y autobuses, lo que lo convierte en un lugar tranquilo y agradable para vivir sin padecer el estrés de la gran ciudad.  

Además, el edificio se encuentra en una ubicación privilegiada ya que contamos con el parque del ´Turó de la Peira´, espacio natural muy próximo a la vivienda que nos brinda parques infantiles, zonas de descanso y áreas para perros. 

Bien comunicada por metro y autobuses
- Muy próxima a la estación de metro de Vilapicina (L5)
- A 20 minutos en coche de Sants (AVE). 

Fecha prevista de entrega: 2º trimestre de 2025.",1,1,356000,0,0,"Pasaje de Les Palmeres, 20",08031,False,2023-06-05T10:27:37.243,1,20.0,1,3.0,7,1.0,,,,1,0,130,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,España,Cataluña,Barcelona,Barcelonès,"Barcelona, Zona de", Barcelona Capital,,Nou Barris,Vilapicina i la Torre Llobeta,Vilapicina i la Torre Llobeta,724,9,8,232,376,8019,0,1147,315,1,41.42954,2.167804
176700582,2,1,False,False,False,WAY HOUSE,"Promoción de 22 viviendas de obra nueva con opciones de 2, 3 y 4 habitaciones, con una fachada moderna y elegante. Situada en una zona tranquila y privilegiada de Barcelona, cerca del Parque Güell, Hospital Sant Pau, Parque de las Aguas y Estadio Nou Sardenya. Las amplias y luminosas viviendas cuentan con acabados de alta calidad y comodidades para un estilo de vida exclusivo. Además, la promoción cuenta con un solarium comunitario con piscina donde podrás disfrutar de la vista y relajarte. ¡No te pierdas esta oportunidad única de vivir en uno de los barrios más deseables de Barcelona!

OFICINA DE INFORMACIÓN AVDA. MARE DE DEU DE MONTSERRAT 2, BARCELONA.
",1,1,730000,0,0,Ronda del Guinardó,08024,False,2023-02-06T18:32:10.127,7,999.0,7,999.0,1,1.0,,,,4,2,114,7,0,0,0,0,0,8,0,,,,1.0,0.0,3ª planta,2.0,,,,6,,,21,22,,,,1,3,11,94,,12,,,,,,,,,,,,81,18,24,,79,,,,,,,,,,,,España,Cataluña,Barcelona,Barcelonès,"Barcelona, Zona de", Barcelona Capital,,Gràcia,La Salut,La Salut,724,9,8,232,376,8019,0,1150,344,0,41.41232,2.16438
181888865,2,1,False,False,False,Otelvia Premium S.L,"Magnífica pisos de120 m2 con reforma de gran calidad con mucha luz . Dispone de amplio salón comedor, cocina completamente equipada, 4 habitacions y dos baños completos.",1,1,475000,0,0,,08015,False,2024-02-07T21:29:34.107,7,999.0,7,999.0,7,,,,,4,2,120,7,0,0,0,2,0,8,0,,Muy bien,,1.0,,3ª planta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,España,Cataluña,Barcelona,Barcelonès,"Barcelona, Zona de", Barcelona Capital,,Eixample,La Nova Esquerra de l'Eixample,La Nova Esquerra de l'Eixample,724,9,8,232,376,8019,0,1151,280,0,41.380943,2.1440442
181531682,2,1,False,False,False,FINCAS CIDEB SL.,"CALLE DIPUTACION

4º PISO EN FINCA DEL 1936 CON ASCENSOR.

EL PISO MIDE 90 METROS + 2 METROS DE BALCÓN Y CONSTA DE SALON COMEDOR DE 12 METROS, COCINA, 4 HABITACIONES (2 DOBLES), BAÑO COMPLETO Y GALERIA.

PISO PASANTE QUE DA DELANTE Y ATRAS.

ORIENTADO A MAR Y MONTAÑA.

A ACTUALIZAR.",1,1,365000,0,0,Diputacio,08015,False,2024-01-08T17:07:17.833,5,192.0,5,36.0,19,,,,1.0,4,1,92,5,5,0,0,3,8,0,0,,Bien,70 a 100 años,1.0,,,,Sureste,,,,,,,,109,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,España,Cataluña,Barcelona,Barcelonès,"Barcelona, Zona de", Barcelona Capital,,Eixample,La Nova Esquerra de l'Eixample,La Nova Esquerra de l'Eixample,724,9,8,232,376,8019,0,1151,280,0,41.379128,2.1518216
179590173,2,6,False,False,False,Docta Inversiones S.L.,"Docta ofrece la venta de este ático con terraza exclusiva al lado de la playa, en el barrio de la Barceloneta de la ciudad de Barcelona. Finca sin ascensor construida en el año 1950 en buenas condiciones de conservación y con Pre ITE realizada.

Detalles del inmueble: 

- Sensacional piso de 39 m2 en el barrio de la Barceloneta. (Los metros cuadrados están verificados con la Dirección General de Catastro). 
- Cuenta con todas las comodidades para tu hogar, 1 baño, cocina, salón y 1 dormitorio. Ideal para parejas o inversores.
- Acogedor comedor con cocina office.
- Totalmente exterior con amplias ventas, las cuales aportan una entrada de luz directa durante todo el día.
- Terraza de 22 metros.

Respecto a la ubicación, se sitúa en Barcelona en el histórico barrio de la Barceloneta un barrio icónico de la ciudad, bien comunicado con los principales puntos, a pocos metros de la playa y del puerto deportivo de Barcelona. Es un barrio céntrico que cuenta con una amplia diversidad de negocios, supermercados, plazas y zona peatonal. Cuenta con metro y autobuses. Una vivienda ideal para aquellos que quieran un cómodo espacio donde vivir a pocos metros de la playa y del puerto deportivo con todo lo necesario del día a día, a un paso de su hogar. 

""Tu éxito es nuestra meta"".",1,1,235000,15000,0,"Passeig de Joan de Borbó, 9",08003,False,2023-10-27T13:29:55.203,7,256.0,5,46.0,23,,,,1.0,1,1,39,7,6,2,2,1,0,10,0,Electricidad,Casi nuevo,,,1.0,5ª planta,,Suroeste,Electricidad,,6,,10,21,22,109,131,15,1,,,,,,,,84,,,,,,,,,,,24,52,,,,,,,,,,,,,España,Cataluña,Barcelona,Barcelonès,"Barcelona, Zona de", Barcelona Capital,,Ciutat Vella,La Barceloneta,La Barceloneta,724,9,8,232,376,8019,0,1152,348,1,41.38069,2.18709
164813130,2,2,False,False,False,"Formontilla Domum, S.L","¡OPORTUNIDAD BANCARIA!

En una de las mejores y privilegiadas zonas de Barcelona se venden lujosos apartamentos bancarios de 2 habitaciones en primera linea de playa, luminosos y con preciosas vistas panorámicas (PUERTA 2).
Cada apartamento consta de:
-100 m2
-2 dormitorios exteriores
-2 baños
-Cocina independiente
-vestidor
-plaza de parking de 12 m2
-terraza panorámica de 32m2
-sistema de climatización por conductos calor/frío
- detector de humos
- videoportero
 
Zona comunitaria consta de:
-consergeria
- vigilancia las 24 horas
-Pista de padel
-Piscina
-Zona de descanso
-Gimnacio
-Sauna
-Zona verde
 
Los pisos se encuentran en una de las zonas más emblemáticas de Diagonal Mar denominada ILLA DE MAR (Torre Sur). Todas las estancias tienen salida directa a la terraza: un espacio exterior que rodea perimetralmente la fachada proporcionando a la vivienda una magnífica y aprovechable extensión en superficie. Construidos en 2008 y a 2 minutos a pie del mar, al lado del centro comercial de Diagonal Mar, con excelente acceso al centro de la ciudad por la Ronda Litoral y transporte público.
Lo ideal para los amantes de la exclusividad, de la calidad de vida y de la total privacidad, este cómodo apartamento reúne los requisitos de una vivienda en la primera línea de mar de Barcelona.

IBI (anual): 1425 €
Gastos de comunidad (trimestral): 680€
Los gastos derivados de la compraventa (impuestos, notaría y registro) no están incluidos en el precio.

NECESITAS HIPOTECA?
Con nuestro servicio de asesoramiento hipotecario se puede conseguir hasta 95% de la hipoteca. 
NO DUDE EN CONTACTAR CON NOSOTROS PARA PREGUNTAR POR OPCIONES DISPONIBLES
",1,1,958750,0,0,"Passeig de Garcia Fària, 81",08019,False,2022-09-14T13:09:21.27,4,77.0,3,13.0,41,,,,,2,2,100,4,4,0,2,2,4,21,0,,Muy bien,10 a 20 años,1.0,,A partir de la 15ª planta,1.0,Sur,Electricidad,2,,9,10,,22,109,,15,1,,11,94,7,12,83,28,84,,32,,42,,,17,82,,18,24,,,,,,62,70,,,,,,,España,Cataluña,Barcelona,Barcelonès,"Barcelona, Zona de", Barcelona Capital,,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Diagonal Mar i el Front Marítim del Poblenou,724,9,8,232,376,8019,0,1145,307,1,41.406563,2.2168999
179061879,2,1,False,False,False,"TELLO I ASSOCIATS, S.C.P.","TELLOASSOCIATS GESTORS DE PATRIMONI LES OFRECE ESTA FANTASTICA PROMOCION DE OBRA NUEVA DE SEIS EXCLUSIVAS VIVIENDAS EN EL BARRIO RESIDENCIAL DE FONT D’EN FARGUES
Font d'en Fargues es un barrio residencial de Barcelona situado dentro del distrito municipal de Horta-Guinardó. Se trata de una zona residencial en un barrio tranquilo y muy equipado, además de mantener una buena comunicación con el centro de Barcelona a través del transporte público y también con las principales vías de entrada y salida de la ciudad, como el Túnel de la Rovira y las rondas.
La promoción cuenta con 6 exclusivas viviendas, amplias y luminosas con acabados de excelente calidad, con 2 y 3 dormitorios y dos baños, una de las viviendas, los bajos, de 3hab y dos baños, tiene acceso a su propio jardín de más de 120m2 y exclusivo a pie de salón, todas las viviendas con espectaculares terrazas y a destacar también, el ático con una terraza a nivel de grandes dimensiones y espectaculares vistas. Un auténtico oasis en plena ciudad de Barcelona.
La comodidad y amplitud en las estancias vienen acompañadas de un aprovechamiento de espacios y luz natural. Además, el edificio hace uso de las últimas tecnologías en materia de eficiencia energética, baja emisión de CO2, lo que garantiza una óptima eficiencia energética en todos los hogares.
Acabados de calidad , materiales cálidos y de diseño. Sistema de climatización y producción de agua caliente por aerotermia , un sistema renovable, ecológico y respetuoso con el medio ambiente
Todas las viviendas vienen equipadas con climatización de frío-calor y cristales dobles con cámara de aire para un excelente aislamiento térmico y acústico.
Cada vivienda cuenta con diferentes formas y opciones de poder disfrutarla, espectaculares vistas durante todo el año, ya sea con sus terrazas o jardines privados.
Todas las viviendas tienen INCLUIDO un amplio trastero 11m2 y OPCIONAL cómodas plazas de aparcamiento con opción de adquirir más plazas de parking en el mismo edificio",1,1,605000,0,0,"Plaça Font D'en Fargas, 55",08032,False,2023-09-07T13:54:19.097,2,27.0,1,4.0,28,,,,,3,2,120,2,3,2,2,1,1,3,0,Electricidad,Casi nuevo,Menos de 1 año,1.0,,Bajos,1.0,Noreste,Electricidad,,,9,10,,22,,,15,1,,11,,7,,,,84,,,,,,,,,,18,,,,,,,,,,,,,,,España,Cataluña,Barcelona,Barcelonès,"Barcelona, Zona de", Barcelona Capital,,Horta - Guinardó,La Font d'en Fargues,La Font d'en Fargues,724,9,8,232,376,8019,0,1149,335,1,41.42323,2.16526
179061762,2,1,False,False,False,"TELLO I ASSOCIATS, S.C.P.","TELLOASSOCIATS GESTORS DE PATRIMONI LES OFRECE ESTA FANTASTICA PROMOCION DE OBRA NUEVA DE SEIS EXCLUSIVAS VIVIENDAS EN EL BARRIO RESIDENCIAL DE FONT D’EN FARGUES
Font d'en Fargues es un barrio residencial de Barcelona situado dentro del distrito municipal de Horta-Guinardó. Se trata de una zona residencial en un barrio tranquilo y muy equipado, además de mantener una buena comunicación con el centro de Barcelona a través del transporte público y también con las principales vías de entrada y salida de la ciudad, como el Túnel de la Rovira y las rondas.
La promoción cuenta con 6 exclusivas viviendas, amplias y luminosas con acabados de excelente calidad, con 2 y 3 dormitorios y dos baños, una de las viviendas, los bajos, de 3hab y dos baños, tiene acceso a su propio jardín de más de 120m2 y exclusivo a pie de salón, todas las viviendas con espectaculares terrazas y a destacar también, el ático con una terraza a nivel de grandes dimensiones y espectaculares vistas. Un auténtico oasis en plena ciudad de Barcelona.
La comodidad y amplitud en las estancias vienen acompañadas de un aprovechamiento de espacios y luz natural. Además, el edificio hace uso de las últimas tecnologías en materia de eficiencia energética, baja emisión de CO2, lo que garantiza una óptima eficiencia energética en todos los hogares.
Acabados de calidad , materiales cálidos y de diseño. Sistema de climatización y producción de agua caliente por aerotermia , un sistema renovable, ecológico y respetuoso con el medio ambiente
Todas las viviendas vienen equipadas con climatización de frío-calor y cristales dobles con cámara de aire para un excelente aislamiento térmico y acústico.
Cada vivienda cuenta con diferentes formas y opciones de poder disfrutarla, espectaculares vistas durante todo el año, ya sea con sus terrazas o jardines privados.
Todas las viviendas tienen incluido en el precio un amplio trastero y OPCIONAL cómodas plazas de aparcamiento con opción de adquirir más plazas de parking en el mismo edificio",1,1,630000,0,0,"Plaça Font D'en Fargas, 55",08032,False,2023-09-07T13:47:28.123,2,27.0,1,4.0,23,,,,,3,2,160,2,5,2,2,1,1,6,0,Electricidad,Casi nuevo,Menos de 1 año,1.0,,1ª planta,1.0,Sureste,Electricidad,2,,9,10,,,,,15,1,,11,,7,,,,84,,,,,,,,,,18,,,,,,,,,,,,,,,España,Cataluña,Barcelona,Barcelonès,"Barcelona, Zona de", Barcelona Capital,,Horta - Guinardó,La Font d'en Fargues,La Font d'en Fargues,724,9,8,232,376,8019,0,1149,335,1,41.42323,2.16526
181743784,2,6,False,False,False,Docta Inversiones S.L.,"Docta ofrece la venta de este ático con terraza exclusiva al lado de la playa, en el barrio de la Barceloneta de la ciudad de Barcelona. Finca sin ascensor construida en el año 1950 en buenas condiciones de conservación y con Pre ITE realizada.

Detalles del inmueble: 

- Sensacional piso de 39 m2 en el barrio de la Barceloneta. (Los metros cuadrados están verificados con la Dirección General de Catastro). 
- Cuenta con todas las comodidades para tu hogar, 1 baño, cocina, salón y 1 dormitorio. Ideal para parejas o inversores.
- Acogedor comedor con cocina office.
- Totalmente exterior con amplias ventas, las cuales aportan una entrada de luz directa durante todo el día.
- Terraza de 22 metros.

Respecto a la ubicación, se sitúa en Barcelona en el histórico barrio de la Barceloneta un barrio icónico de la ciudad, bien comunicado con los principales puntos, a pocos metros de la playa y del puerto deportivo de Barcelona. Es un barrio céntrico que cuenta con una amplia diversidad de negocios, supermercados, plazas y zona peatonal. Cuenta con metro y autobuses. Una vivienda ideal para aquellos que quieran un cómodo espacio donde vivir a pocos metros de la playa y del puerto deportivo con todo lo necesario del día a día, a un paso de su hogar. 

""Tu éxito es nuestra meta"".",1,1,235000,0,0,"Plaça de Pau Vila, 1x",08003,False,2024-01-29T17:45:11.17,7,256.0,5,46.0,22,,,1.0,,1,1,39,7,5,2,0,8,0,31,0,Electricidad,Reformado,,,1.0,Otro,,Sureste,,,6,,10,21,22,,131,,1,,,,,,,,84,,,,,77,,,,,,24,52,,,,,,,,,,,,,España,Cataluña,Barcelona,Barcelonès,"Barcelona, Zona de", Barcelona Capital,,Ciutat Vella,La Barceloneta,La Barceloneta,724,9,8,232,376,8019,0,1152,348,1,41.381226,2.186085
